1,3351
2,3351
3,3374
4,3293
5,3285
6,3229
7,3235
8,3222
9,3336
10,3376
11,3116
12,3173
13,3324
14,3343
15,3352
16,3383
17,3353
18,3306
19,3262
20,3210
21,3128
22,3205
23,3174
24,3137
25,3076
26,3095
27,3142
28,3158
29,3173
30,3204
31,3222
32,3247
33,3229
34,3298
35,3310
36,3336
37,3263
38,3280
39,3248
40,3241
41,3302
42,3286
43,3291
44,3349
45,3373
46,3449
47,3503
48,3577
49,3582
50,3617
51,3688
52,3691
53,3661
54,3682
55,3691
56,3787
57,3748
58,3810
59,3826
60,3864
61,3961
62,3995
63,3958
64,4034
65,4122
66,4136
67,4084
68,4195
69,4287
70,4217
71,4294
72,4398
73,4415
74,4394
75,4527
76,4476
77,4477
78,4442
79,4480
80,4299
81,4229
82,4112
83,4206
84,4334
85,4401
86,4376
87,4378
88,4309
89,4283
90,4418
91,4446
92,4529
93,4658
94,4814
95,4911
96,4942
97,4620
98,4612
99,4829
100,4911
101,4910
102,4947
103,5023
104,5132
105,5114
106,5106
107,5122
108,5166
109,5063
110,4887
111,4968
112,4785
113,4478
114,4576
115,4690
116,4528
117,4193
118,4053
119,4277
120,4054
121,3913
122,3687
123,3776
124,3727
125,3507
126,3709
127,3878
128,3970
129,3924
130,3806
131,3823
132,3957
133,3992
134,4018
135,4026
136,4124
137,4071
138,3726
139,3663
140,3789
141,3706
142,3664
143,3623
144,3757
145,3695
146,3662
147,3744
148,3928
149,3928
150,3886
151,3955
152,3965
153,3994
154,3748
155,3794
156,3664
157,3508
158,3210
159,2965
160,2927
161,3084
162,3232
163,3206
164,3167
165,3160
166,3080
167,3170
168,3243
169,3198
170,3200
171,3115
172,3005
173,3152
174,3086
175,3098
176,3157
177,3186
178,3116
179,3143
180,3092
181,3101
182,3038
183,3053
184,3143
185,3183
186,3288
187,3293
188,3262
189,3338
190,3391
191,3387
192,3425
193,3321
194,3369
195,3412
196,3430
197,3434
198,3375
199,3387
200,3383
201,3325
202,3317
203,3460
204,3523
205,3590
206,3647
207,3640
208,3650
209,3633
210,3581
211,3607
212,3605
213,3568
214,3617
215,3631
216,3610
217,3616
218,3648
219,3636
220,3436
221,3445
222,3456
223,3537
224,3585
225,3525
226,3537
227,3470
228,3472
229,3456
230,3435
231,3521
232,3510
233,3516
234,3580
235,3579
236,3642
237,3652
238,3636
239,3612
240,3628
241,3534
242,3564
243,3573
244,3539
245,3296
246,3288
247,3362
248,3125
249,3186
250,3017
251,3023
252,2950
253,3008
254,2901
255,2914
256,3008
257,2977
258,2880
259,2917
260,2939
261,2750
262,2736
263,2656
264,2738
265,2689
266,2750
267,2739
268,2781
269,2763
270,2746
271,2837
272,2867
273,2863
274,2860
275,2927
276,2903
277,2929
278,2741
279,2767
280,2688
281,2733
282,2850
283,2860
284,2874
285,2897
286,2901
287,2863
288,2805
289,2810
290,2860
291,2864
292,2870
293,2905
294,2955
295,3019
296,2999
297,3010
298,2961
299,2979
300,2958
301,2920
302,3001
303,3004
304,3010
305,3053
306,3051
307,3008
308,2985
309,3034
310,3024
311,3067
312,3082
313,3078
314,3034
315,3043
316,2973
317,2953
318,2959
319,2947
320,2965
321,2954
322,2946
323,2938
324,2993
325,2991
326,2998
327,2913
328,2832
329,2833
330,2837
331,2836
332,2827
333,2851
334,2844
335,2808
336,2807
337,2825
338,2844
339,2822
340,2815
341,2822
342,2821
